,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
19650,2013,Manitoba,2016A000246,Common assault,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60352398,8.11.4.5.4.3,11.0
19651,2013,Manitoba,2016A000246,Common assault,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61311841,8.11.4.5.4.4,1.0
19652,2013,Manitoba,2016A000246,Common assault,Other ages,Sex unknown,Related charges,Guilty,v60352404,8.11.4.5.5.3,36.0
19653,2013,Manitoba,2016A000246,Common assault,Other ages,Sex unknown,Related charges,Percentage guilty,v61311842,8.11.4.5.5.4,0.59
19654,2013,Manitoba,2016A000246,Common assault,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60352406,8.11.4.5.5.6,25.0
19655,2013,Manitoba,2016A000246,Uttering threats,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60353054,8.12.2.5.3.6,3.0
19656,2013,Manitoba,2016A000246,Uttering threats,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60353058,8.12.2.5.4.3,19.0
19657,2013,Manitoba,2016A000246,Uttering threats,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61311911,8.12.2.5.4.4,0.56
19658,2013,Manitoba,2016A000246,Uttering threats,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60353060,8.12.2.5.4.6,15.0
19659,2013,Manitoba,2016A000246,Uttering threats,12 to 15 years,Sex unknown,Related charges,Guilty,v60353064,8.12.2.5.5.3,20.0
19660,2013,Manitoba,2016A000246,Uttering threats,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61311912,8.12.2.5.5.4,0.18
19661,2013,Manitoba,2016A000246,Uttering threats,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60353066,8.12.2.5.5.6,94.0
19662,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60353232,8.12.3.5.3.3,2.0
19663,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61311930,8.12.3.5.3.4,0.5
19664,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60353234,8.12.3.5.3.6,2.0
19665,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60353238,8.12.3.5.4.3,16.0
19666,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61311931,8.12.3.5.4.4,0.52
19667,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60353240,8.12.3.5.4.6,15.0
19668,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Related charges,Guilty,v60353244,8.12.3.5.5.3,17.0
19669,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61311932,8.12.3.5.5.4,0.12
19670,2013,Manitoba,2016A000246,Uttering threats,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60353246,8.12.3.5.5.6,125.0
19671,2013,Manitoba,2016A000246,Uttering threats,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60353418,8.12.4.5.4.3,5.0
19672,2013,Manitoba,2016A000246,Uttering threats,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61311951,8.12.4.5.4.4,0.63
19673,2013,Manitoba,2016A000246,Uttering threats,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60353420,8.12.4.5.4.6,3.0
19674,2013,Manitoba,2016A000246,Uttering threats,Other ages,Sex unknown,Related charges,Guilty,v60353424,8.12.4.5.5.3,9.0
19675,2013,Manitoba,2016A000246,Uttering threats,Other ages,Sex unknown,Related charges,Percentage guilty,v61311952,8.12.4.5.5.4,0.26
19676,2013,Manitoba,2016A000246,Uttering threats,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60353426,8.12.4.5.5.6,26.0
19677,2013,Manitoba,2016A000246,Criminal harassment,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60354074,8.13.2.5.3.6,1.0
19678,2013,Manitoba,2016A000246,Criminal harassment,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60354086,8.13.2.5.5.6,4.0
19679,2013,Manitoba,2016A000246,Criminal harassment,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60354260,8.13.3.5.4.6,1.0
19680,2013,Manitoba,2016A000246,Criminal harassment,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60354266,8.13.3.5.5.6,1.0
19681,2013,Manitoba,2016A000246,Criminal harassment,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60354446,8.13.4.5.5.6,2.0
19682,2013,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60355098,8.14.2.5.4.3,2.0
19683,2013,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312131,8.14.2.5.4.4,0.67
19684,2013,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60355100,8.14.2.5.4.6,1.0
19685,2013,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60355106,8.14.2.5.5.6,7.0
19686,2013,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60355274,8.14.3.5.3.6,1.0
19687,2013,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60355278,8.14.3.5.4.3,1.0
19688,2013,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312151,8.14.3.5.4.4,0.33
19689,2013,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60355280,8.14.3.5.4.6,2.0
19690,2013,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60355286,8.14.3.5.5.6,10.0
19691,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60357132,8.16.2.5.3.3,13.0
19692,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61312350,8.16.2.5.3.4,0.5
19693,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60357134,8.16.2.5.3.6,13.0
19694,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60357138,8.16.2.5.4.3,72.0
19695,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312351,8.16.2.5.4.4,0.76
19696,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60357140,8.16.2.5.4.6,23.0
19697,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Related charges,Guilty,v60357144,8.16.2.5.5.3,89.0
19698,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312352,8.16.2.5.5.4,0.37
19699,2013,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60357146,8.16.2.5.5.6,149.0
19700,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60357312,8.16.3.5.3.3,14.0
19701,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312370,8.16.3.5.3.4,0.44
19702,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60357314,8.16.3.5.3.6,18.0
19703,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60357318,8.16.3.5.4.3,71.0
19704,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312371,8.16.3.5.4.4,0.87
19705,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60357320,8.16.3.5.4.6,11.0
19706,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Related charges,Guilty,v60357324,8.16.3.5.5.3,109.0
19707,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312372,8.16.3.5.5.4,0.45
19708,2013,Manitoba,2016A000246,Theft,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60357326,8.16.3.5.5.6,134.0
19709,2013,Manitoba,2016A000246,Theft,Other ages,Sex unknown,Single-charge cases,Guilty,v60357492,8.16.4.5.3.3,1.0
19710,2013,Manitoba,2016A000246,Theft,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61312390,8.16.4.5.3.4,1.0
19711,2013,Manitoba,2016A000246,Theft,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60357498,8.16.4.5.4.3,11.0
19712,2013,Manitoba,2016A000246,Theft,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61312391,8.16.4.5.4.4,1.0
19713,2013,Manitoba,2016A000246,Theft,Other ages,Sex unknown,Related charges,Guilty,v60357504,8.16.4.5.5.3,7.0
19714,2013,Manitoba,2016A000246,Theft,Other ages,Sex unknown,Related charges,Percentage guilty,v61312392,8.16.4.5.5.4,0.26
19715,2013,Manitoba,2016A000246,Theft,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60357506,8.16.4.5.5.6,20.0
19716,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60358152,8.17.2.5.3.3,10.0
19717,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61312460,8.17.2.5.3.4,0.3
19718,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60358154,8.17.2.5.3.6,23.0
19719,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60358158,8.17.2.5.4.3,110.0
19720,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312461,8.17.2.5.4.4,0.77
19721,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60358160,8.17.2.5.4.6,33.0
19722,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Related charges,Guilty,v60358164,8.17.2.5.5.3,53.0
19723,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312462,8.17.2.5.5.4,0.34
19724,2013,Manitoba,2016A000246,Break and enter,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60358166,8.17.2.5.5.6,102.0
19725,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60358332,8.17.3.5.3.3,14.0
19726,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312480,8.17.3.5.3.4,0.56
19727,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60358334,8.17.3.5.3.6,11.0
19728,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60358338,8.17.3.5.4.3,63.0
19729,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312481,8.17.3.5.4.4,0.71
19730,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60358340,8.17.3.5.4.6,26.0
19731,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Related charges,Guilty,v60358344,8.17.3.5.5.3,46.0
19732,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312482,8.17.3.5.5.4,0.37
19733,2013,Manitoba,2016A000246,Break and enter,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60358346,8.17.3.5.5.6,79.0
19734,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Single-charge cases,Guilty,v60358512,8.17.4.5.3.3,5.0
19735,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61312500,8.17.4.5.3.4,0.63
19736,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60358514,8.17.4.5.3.6,3.0
19737,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60358518,8.17.4.5.4.3,25.0
19738,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61312501,8.17.4.5.4.4,0.83
19739,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60358520,8.17.4.5.4.6,5.0
19740,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Related charges,Guilty,v60358524,8.17.4.5.5.3,10.0
19741,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Related charges,Percentage guilty,v61312502,8.17.4.5.5.4,0.45
19742,2013,Manitoba,2016A000246,Break and enter,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60358526,8.17.4.5.5.6,12.0
19743,2013,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60359178,8.18.2.5.4.3,3.0
19744,2013,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312571,8.18.2.5.4.4,0.5
19745,2013,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60359180,8.18.2.5.4.6,3.0
19746,2013,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Related charges,Guilty,v60359184,8.18.2.5.5.3,1.0
19747,2013,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312572,8.18.2.5.5.4,0.06
19748,2013,Manitoba,2016A000246,Fraud,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60359186,8.18.2.5.5.6,15.0
19749,2013,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60359354,8.18.3.5.3.6,1.0
19750,2013,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60359358,8.18.3.5.4.3,8.0
19751,2013,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312591,8.18.3.5.4.4,0.8
19752,2013,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60359360,8.18.3.5.4.6,2.0
19753,2013,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Related charges,Guilty,v60359364,8.18.3.5.5.3,5.0
19754,2013,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312592,8.18.3.5.5.4,0.24
19755,2013,Manitoba,2016A000246,Fraud,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60359366,8.18.3.5.5.6,16.0
19756,2013,Manitoba,2016A000246,Fraud,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60359538,8.18.4.5.4.3,1.0
19757,2013,Manitoba,2016A000246,Fraud,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61312611,8.18.4.5.4.4,1.0
19758,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60360192,8.19.2.5.3.3,7.0
19759,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61312680,8.19.2.5.3.4,0.26
19760,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60360194,8.19.2.5.3.6,20.0
19761,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60360198,8.19.2.5.4.3,21.0
19762,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312681,8.19.2.5.4.4,0.66
19763,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60360200,8.19.2.5.4.6,11.0
19764,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Related charges,Guilty,v60360204,8.19.2.5.5.3,84.0
19765,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312682,8.19.2.5.5.4,0.29
19766,2013,Manitoba,2016A000246,Mischief,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60360206,8.19.2.5.5.6,206.0
19767,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60360372,8.19.3.5.3.3,6.0
19768,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312700,8.19.3.5.3.4,0.2
19769,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60360374,8.19.3.5.3.6,24.0
19770,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60360378,8.19.3.5.4.3,40.0
19771,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312701,8.19.3.5.4.4,0.75
19772,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60360380,8.19.3.5.4.6,13.0
19773,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Related charges,Guilty,v60360384,8.19.3.5.5.3,87.0
19774,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312702,8.19.3.5.5.4,0.26
19775,2013,Manitoba,2016A000246,Mischief,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60360386,8.19.3.5.5.6,252.0
19776,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Single-charge cases,Guilty,v60360552,8.19.4.5.3.3,3.0
19777,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61312720,8.19.4.5.3.4,0.43
19778,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60360554,8.19.4.5.3.6,4.0
19779,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60360558,8.19.4.5.4.3,6.0
19780,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61312721,8.19.4.5.4.4,0.67
19781,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60360560,8.19.4.5.4.6,3.0
19782,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Related charges,Guilty,v60360564,8.19.4.5.5.3,24.0
19783,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Related charges,Percentage guilty,v61312722,8.19.4.5.5.4,0.48
19784,2013,Manitoba,2016A000246,Mischief,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60360566,8.19.4.5.5.6,26.0
19785,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60361212,8.20.2.5.3.3,3.0
19786,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61312790,8.20.2.5.3.4,0.33
19787,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60361214,8.20.2.5.3.6,6.0
19788,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60361218,8.20.2.5.4.3,22.0
19789,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312791,8.20.2.5.4.4,0.73
19790,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60361220,8.20.2.5.4.6,8.0
19791,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Related charges,Guilty,v60361224,8.20.2.5.5.3,30.0
19792,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312792,8.20.2.5.5.4,0.29
19793,2013,Manitoba,2016A000246,Possess stolen property,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60361226,8.20.2.5.5.6,74.0
19794,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60361392,8.20.3.5.3.3,2.0
19795,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61312810,8.20.3.5.3.4,0.29
19796,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Single-charge cases,Acquitted,v60361393,8.20.3.5.3.5,1.0
19797,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60361394,8.20.3.5.3.6,4.0
19798,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60361398,8.20.3.5.4.3,25.0
19799,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312811,8.20.3.5.4.4,0.76
19800,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60361400,8.20.3.5.4.6,8.0
19801,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Related charges,Guilty,v60361404,8.20.3.5.5.3,15.0
19802,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312812,8.20.3.5.5.4,0.14
19803,2013,Manitoba,2016A000246,Possess stolen property,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60361406,8.20.3.5.5.6,96.0
19804,2013,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Single-charge cases,Guilty,v60361572,8.20.4.5.3.3,1.0
19805,2013,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61312830,8.20.4.5.3.4,1.0
19806,2013,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60361578,8.20.4.5.4.3,1.0
19807,2013,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61312831,8.20.4.5.4.4,1.0
19808,2013,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Related charges,Guilty,v60361584,8.20.4.5.5.3,1.0
19809,2013,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Related charges,Percentage guilty,v61312832,8.20.4.5.5.4,0.17
19810,2013,Manitoba,2016A000246,Possess stolen property,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60361586,8.20.4.5.5.6,5.0
19811,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60362232,8.21.2.5.3.3,2.0
19812,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61312900,8.21.2.5.3.4,0.25
19813,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60362234,8.21.2.5.3.6,6.0
19814,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60362238,8.21.2.5.4.3,13.0
19815,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312901,8.21.2.5.4.4,0.72
19816,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60362240,8.21.2.5.4.6,5.0
19817,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Related charges,Guilty,v60362244,8.21.2.5.5.3,17.0
19818,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312902,8.21.2.5.5.4,0.25
19819,2013,Manitoba,2016A000246,Other property crimes,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60362246,8.21.2.5.5.6,51.0
19820,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60362414,8.21.3.5.3.6,3.0
19821,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60362418,8.21.3.5.4.3,7.0
19822,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312921,8.21.3.5.4.4,0.5
19823,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60362420,8.21.3.5.4.6,7.0
19824,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Related charges,Guilty,v60362424,8.21.3.5.5.3,6.0
19825,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61312922,8.21.3.5.5.4,0.15
19826,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Related charges,Acquitted,v60362425,8.21.3.5.5.5,1.0
19827,2013,Manitoba,2016A000246,Other property crimes,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60362426,8.21.3.5.5.6,33.0
19828,2013,Manitoba,2016A000246,Other property crimes,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60362598,8.21.4.5.4.3,1.0
19829,2013,Manitoba,2016A000246,Other property crimes,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61312941,8.21.4.5.4.4,1.0
19830,2013,Manitoba,2016A000246,Other property crimes,Other ages,Sex unknown,Related charges,Guilty,v60362604,8.21.4.5.5.3,2.0
19831,2013,Manitoba,2016A000246,Other property crimes,Other ages,Sex unknown,Related charges,Percentage guilty,v61312942,8.21.4.5.5.4,0.67
19832,2013,Manitoba,2016A000246,Other property crimes,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60362606,8.21.4.5.5.6,1.0
19833,2013,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60364274,8.23.2.5.3.6,1.0
19834,2013,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Related charges,Guilty,v60364284,8.23.2.5.5.3,24.0
